[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C89303), DiseaseCodeDTO(vocabulary=UMLS, code=C3146249)]",Stage IV Renal Cell Carcinoma AJCC v7,2857.4343,"[DiseaseSynonymDTO(name=Stage IV Renal Cell Carcinoma AJCC v7, isPTI=false), DiseaseSynonymDTO(name=Stage IV Renal Cell Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Stage IV Renal Cell Cancer AJCC v7, isPTI=false), DiseaseSynonymDTO(name=Stage IV Renal Cell Cancer, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Endocrine System Diseases (C19), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C9063), DiseaseCodeDTO(vocabulary=DO, code=5556), DiseaseCodeDTO(vocabulary=MONDO, code=0003510), DiseaseCodeDTO(vocabulary=UMLS, code=C0855197)]",Testicular germ cell cancer NOS,2857.388,"[DiseaseSynonymDTO(name=Testicular germ cell cancer NOS, isPTI=false), DiseaseSynonymDTO(name=Testicular malignant germ cell tumor NOS, isPTI=false), DiseaseSynonymDTO(name=Testicular germ cell cancer, isPTI=false), DiseaseSynonymDTO(name=Malignant germ cell tumor of testis, isPTI=true), DiseaseSynonymDTO(name=Malignant germ cell tumour of testis, isPTI=false), DiseaseSynonymDTO(name=Malignant germ cell tumor of testis (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant Testicular Germ Cell Tumor, isPTI=false), DiseaseSynonymDTO(name=Testicular Cancer, isPTI=false), DiseaseSynonymDTO(name=Malignant Germ Cell Neoplasm of Testis, isPTI=false), DiseaseSynonymDTO(name=Malignant Germ Cell Neoplasm of the Testis, isPTI=false), DiseaseSynonymDTO(name=Malignant Germ Cell Tumor of the Testis, isPTI=false), DiseaseSynonymDTO(name=Malignant Testicular Germ Cell Neoplasm, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]","[Neoplasm (02664), Abnormality of the endocrine system (00818)]","[Endocrine System Diseases (C19), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C3879), DiseaseCodeDTO(vocabulary=MSH, code=C536914), DiseaseCodeDTO(vocabulary=HPO, code=HP:0002865), DiseaseCodeDTO(vocabulary=DO, code=3973), DiseaseCodeDTO(vocabulary=ORDO, code=1332), DiseaseCodeDTO(vocabulary=MONDO, code=0015277), DiseaseCodeDTO(vocabulary=UMLS, code=C0238462)]",medullary thyroid carcinoma,2856.2776,"[DiseaseSynonymDTO(name=medullary thyroid carcinoma, isPTI=true), DiseaseSynonymDTO(name=Thyroid Gland Medullary Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Thyroid Gland Neuroendocrine Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Medullary Thyroid Gland Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Medullary Carcinoma, isPTI=false), DiseaseSynonymDTO(name=MTC, isPTI=false), DiseaseSynonymDTO(name=Medullary thyroid cancer, isPTI=true), DiseaseSynonymDTO(name=Thyroid cancer, medullary, isPTI=false), DiseaseSynonymDTO(name=Thyroid carcinoma, medullary, isPTI=false), DiseaseSynonymDTO(name=Medullary thyroid cancer (MTC), isPTI=false), DiseaseSynonymDTO(name=medullary carcinoma of thyroid, isPTI=false), DiseaseSynonymDTO(name=of medullary carcinoma thyroid, isPTI=false), DiseaseSynonymDTO(name=medullary carcinoma thyroid, isPTI=false), DiseaseSynonymDTO(name=thyroid medullary carcinoma, isPTI=false), DiseaseSynonymDTO(name=carcinomas medullary thyroid, isPTI=false), DiseaseSynonymDTO(name=carcinoma medullary thyroid, isPTI=false), DiseaseSynonymDTO(name=cancer medullary thyroid, isPTI=false), DiseaseSynonymDTO(name=solid carcinoma of the thyroid gland, isPTI=true), DiseaseSynonymDTO(name=solid carcinoma of thyroid gland, isPTI=false), DiseaseSynonymDTO(name=medullary thyroid carcinoma (diagnosis), isPTI=false), DiseaseSynonymDTO(name=solid carcinoma of the thyroid gland (diagnosis), isPTI=false), DiseaseSynonymDTO(name=medullary carcinoma of thyroid gland, isPTI=false), DiseaseSynonymDTO(name=Parafollicular cell carcinoma, isPTI=false), DiseaseSynonymDTO(name=C cell carcinoma, isPTI=false), DiseaseSynonymDTO(name=C-Cell Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Ultimobranchial thyroid tumor, isPTI=false), DiseaseSynonymDTO(name=Parafollicular cell carcinoma (disorder), isPTI=false), DiseaseSynonymDTO(name=Ultimobranchial thyroid tumour, isPTI=false), DiseaseSynonymDTO(name=MTC - Medullary thyroid carcinoma, isPTI=false), DiseaseSynonymDTO(name=Medullary thyroid carcinoma (disorder), isPTI=false), DiseaseSynonymDTO(name=medullary carcinoma of the thyroid, isPTI=false), DiseaseSynonymDTO(name=Medullary Carcinoma of the Thyroid Gland, isPTI=false)]",disease
[],[],"[Nervous System Diseases (C10), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Digestive System Diseases (C06), Neoplasms (C04)]",[Disease or Syndrome (T047)],"[DiseaseCodeDTO(vocabulary=MSH, code=C536928), DiseaseCodeDTO(vocabulary=OMIM, code=276300), DiseaseCodeDTO(vocabulary=NCI, code=C3938), DiseaseCodeDTO(vocabulary=MONDO, code=0031219), DiseaseCodeDTO(vocabulary=MONDO, code=0010159), DiseaseCodeDTO(vocabulary=UMLS, code=C0265325)]",Turcot syndrome (disorder),2854.5164,"[DiseaseSynonymDTO(name=Turcot syndrome (disorder), isPTI=false), DiseaseSynonymDTO(name=CNS tumors with Familial polyposis of the colon, isPTI=false), DiseaseSynonymDTO(name=Turcot syndrome, isPTI=false), DiseaseSynonymDTO(name=turcot's syndrome, isPTI=true), DiseaseSynonymDTO(name=syndrome turcots, isPTI=false), DiseaseSynonymDTO(name=Mismatch Repair Deficiency, isPTI=false), DiseaseSynonymDTO(name=MMR Deficiency, isPTI=false), DiseaseSynonymDTO(name=Mismatch Repair Cancer Syndrome, isPTI=false), DiseaseSynonymDTO(name=CMMRDS, isPTI=false), DiseaseSynonymDTO(name=CONSTITUTIONAL MISMATCH REPAIR DEFICIENCY SYNDROME, isPTI=false), DiseaseSynonymDTO(name=CHILDHOOD CANCER SYNDROME, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]","[Abnormality of the nervous system (00707), Neoplasm (02664)]","[Nervous System Diseases (C10), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ICD10, code=C72.9), DiseaseCodeDTO(vocabulary=HPO, code=HP:0100836), DiseaseCodeDTO(vocabulary=NCI, code=C4627), DiseaseCodeDTO(vocabulary=DO, code=3620), DiseaseCodeDTO(vocabulary=MONDO, code=0002714), DiseaseCodeDTO(vocabulary=EFO, code=0000326), DiseaseCodeDTO(vocabulary=UMLS, code=C0348374)]","Malignant neoplasm of central nervous system, unspecified",2814.1172,"[DiseaseSynonymDTO(name=Malignant neoplasm of central nervous system, unspecified, isPTI=false), DiseaseSynonymDTO(name=Central nervous system, unspecified, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of central nervous system, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of central nervous system (diagnosis), isPTI=false), DiseaseSynonymDTO(name=malignant CNS neoplasm, isPTI=false), DiseaseSynonymDTO(name=cancer central nervous system, isPTI=false), DiseaseSynonymDTO(name=cns malignancies, isPTI=false), DiseaseSynonymDTO(name=neurological cancer, isPTI=false), DiseaseSynonymDTO(name=central nervous system cancer, isPTI=true), DiseaseSynonymDTO(name=cns malignancy, isPTI=false), DiseaseSynonymDTO(name=[X]Malignant neoplasm of central nervous system, unspecified, isPTI=false), DiseaseSynonymDTO(name=[X]Malignant neoplasm of central nervous system, unspecified (disorder), isPTI=false), DiseaseSynonymDTO(name=Central nervous system--Cancer, isPTI=true), DiseaseSynonymDTO(name=Malignant neoplasm of the central nervous system, isPTI=true), DiseaseSynonymDTO(name=Malignant Central Nervous System Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Cancer of Central Nervous System, isPTI=false), DiseaseSynonymDTO(name=CNS Neoplasms, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of the CNS, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm of the CNS, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm of CNS, isPTI=false), DiseaseSynonymDTO(name=neurological tumor, CNS, isPTI=false), DiseaseSynonymDTO(name=CNS Malignant Neoplasms, isPTI=false), DiseaseSynonymDTO(name=Malignant CNS Tumor, isPTI=false), DiseaseSynonymDTO(name=Central Nervous System Neoplasms, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant Central Nervous System Tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of CNS, isPTI=false), DiseaseSynonymDTO(name=Cancer of the CNS, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of Central Nervous System, isPTI=false), DiseaseSynonymDTO(name=CNS Cancer, isPTI=false), DiseaseSynonymDTO(name=central nervous system neoplasm, isPTI=true), DiseaseSynonymDTO(name=Cancer of CNS, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of the Central Nervous System, isPTI=false), DiseaseSynonymDTO(name=Cancer of the Central Nervous System, isPTI=false), DiseaseSynonymDTO(name=Malignant CNS Neoplasms, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of central nervous system (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of central nervous system, NOS, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of central nervous system NOS, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Endocrine System Diseases (C19), Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=OMIM, code=260350), DiseaseCodeDTO(vocabulary=MSH, code=D010190), DiseaseCodeDTO(vocabulary=NCI, code=C3850), DiseaseCodeDTO(vocabulary=DO, code=1793), DiseaseCodeDTO(vocabulary=DO, code=4905), DiseaseCodeDTO(vocabulary=ORDO, code=217074), DiseaseCodeDTO(vocabulary=MONDO, code=0005192), DiseaseCodeDTO(vocabulary=MONDO, code=0015278), DiseaseCodeDTO(vocabulary=MONDO, code=0021040), DiseaseCodeDTO(vocabulary=EFO, code=0002618), DiseaseCodeDTO(vocabulary=EFO, code=0003860), DiseaseCodeDTO(vocabulary=UMLS, code=C0235974)]",Pancreatic carcinoma,2812.1814,"[DiseaseSynonymDTO(name=Pancreatic carcinoma, isPTI=false), DiseaseSynonymDTO(name=carcinoma of pancreas (diagnosis), isPTI=false), DiseaseSynonymDTO(name=carcinoma of pancreas, isPTI=true), DiseaseSynonymDTO(name=Carcinoma;pancreas, isPTI=true), DiseaseSynonymDTO(name=carcinoma pancreas, isPTI=false), DiseaseSynonymDTO(name=carcinoma pancreatic, isPTI=false), DiseaseSynonymDTO(name=pancreas carcinoma, isPTI=false), DiseaseSynonymDTO(name=PANCREATIC CANCER, isPTI=true), DiseaseSynonymDTO(name=Carcinoma of pancreas (disorder), isPTI=false), DiseaseSynonymDTO(name=Pancreatic carcinoma NOS, isPTI=false), DiseaseSynonymDTO(name=Carcinomas, Pancreatic, isPTI=false), DiseaseSynonymDTO(name=Pancreatic Carcinomas, isPTI=false), DiseaseSynonymDTO(name=Carcinoma, Pancreatic, isPTI=false), DiseaseSynonymDTO(name=Cancer of Pancreas, isPTI=false), DiseaseSynonymDTO(name=Cancer of the Pancreas, isPTI=false), DiseaseSynonymDTO(name=Pancreas Cancer, isPTI=false), DiseaseSynonymDTO(name=Exocrine Pancreas Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of the Pancreas, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Respiratory Tract Diseases (C08)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C4878), DiseaseCodeDTO(vocabulary=DO, code=3905), DiseaseCodeDTO(vocabulary=DO, code=1325), DiseaseCodeDTO(vocabulary=MONDO, code=0005138), DiseaseCodeDTO(vocabulary=EFO, code=0001071), DiseaseCodeDTO(vocabulary=UMLS, code=C0684249)]",CARCINOMA OF LUNG,2802.039,"[DiseaseSynonymDTO(name=CARCINOMA OF LUNG, isPTI=true), DiseaseSynonymDTO(name=carcinoma of lung (diagnosis), isPTI=false), DiseaseSynonymDTO(name=carcinoma lungs, isPTI=false), DiseaseSynonymDTO(name=Carcinoma;lung, isPTI=true), DiseaseSynonymDTO(name=Carcinoma;respiratory, isPTI=true), DiseaseSynonymDTO(name=carcinomas lung, isPTI=false), DiseaseSynonymDTO(name=carcinoma lung, isPTI=false), DiseaseSynonymDTO(name=of lung carcinoma, isPTI=false), DiseaseSynonymDTO(name=pulmonary carcinoma, isPTI=false), DiseaseSynonymDTO(name=lung carcinoma, isPTI=true), DiseaseSynonymDTO(name=Lung cancer, isPTI=false), DiseaseSynonymDTO(name=Cancer of Lung, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of the Lung, isPTI=false), DiseaseSynonymDTO(name=Cancer of the Lung, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Respiratory Tract Diseases (C08)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D002283), DiseaseCodeDTO(vocabulary=NCI, code=C35875), DiseaseCodeDTO(vocabulary=DO, code=3904), DiseaseCodeDTO(vocabulary=DO, code=3905), DiseaseCodeDTO(vocabulary=MONDO, code=0002806), DiseaseCodeDTO(vocabulary=EFO, code=1001942), DiseaseCodeDTO(vocabulary=UMLS, code=C0007121)]",Bronchial Carcinoma,2791.7976,"[DiseaseSynonymDTO(name=Bronchial Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Bronchial Carcinomas, isPTI=false), DiseaseSynonymDTO(name=Bronchogenic Carcinomas, isPTI=false), DiseaseSynonymDTO(name=Carcinoma, Bronchogenic, isPTI=false), DiseaseSynonymDTO(name=Carcinomas, Bronchial, isPTI=false), DiseaseSynonymDTO(name=Carcinomas, Bronchogenic, isPTI=false), DiseaseSynonymDTO(name=Bronchogenic Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Ca bronchus, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm bronchus, isPTI=false), DiseaseSynonymDTO(name=Carcinoma;bronchus, isPTI=true), DiseaseSynonymDTO(name=bronchial cancer, isPTI=false), DiseaseSynonymDTO(name=bronchus carcinoma, isPTI=false), DiseaseSynonymDTO(name=bronchiogenic carcinoma, isPTI=false), DiseaseSynonymDTO(name=bronchogenic lung carcinoma, isPTI=false), DiseaseSynonymDTO(name=cancer bronchus, isPTI=false), DiseaseSynonymDTO(name=bronchus cancer, isPTI=false), DiseaseSynonymDTO(name=carcinoma of bronchus, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of bronchus carcinoma, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of bronchus (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Bronchi--Cancer, isPTI=true), DiseaseSynonymDTO(name=Cancer of bronchus, isPTI=false), DiseaseSynonymDTO(name=Carcinoma bronchiogenic, isPTI=false), DiseaseSynonymDTO(name=Carcinoma, Bronchial, isPTI=false), DiseaseSynonymDTO(name=CA - Carcinoma of bronchus, isPTI=false), DiseaseSynonymDTO(name=BC - Bronchogenic carcinoma, isPTI=false), DiseaseSynonymDTO(name=CA - Cancer of bronchus, isPTI=false), DiseaseSynonymDTO(name=carcinoma of the bronchus, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Nervous System Diseases (C10), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ICD10, code=C71.6), DiseaseCodeDTO(vocabulary=MSH, code=D002528), DiseaseCodeDTO(vocabulary=ICD9CM, code=191.6), DiseaseCodeDTO(vocabulary=NCI, code=C3569), DiseaseCodeDTO(vocabulary=DO, code=4205), DiseaseCodeDTO(vocabulary=MONDO, code=0002913), DiseaseCodeDTO(vocabulary=MONDO, code=0021317), DiseaseCodeDTO(vocabulary=EFO, code=0002939), DiseaseCodeDTO(vocabulary=EFO, code=1000858), DiseaseCodeDTO(vocabulary=UMLS, code=C0153640)]",Cerebellum,2778.8,"[DiseaseSynonymDTO(name=Cerebellum, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of cerebellum, isPTI=false), DiseaseSynonymDTO(name=MALIGNANT CEREBELLAR NEOPL, isPTI=false), DiseaseSynonymDTO(name=CEREBELLAR NEOPL MALIGNANT, isPTI=false), DiseaseSynonymDTO(name=NEOPL CEREBELLAR MALIGNANT, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of cerebellum (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Cancer, Cerebellar, isPTI=false), DiseaseSynonymDTO(name=Cerebellar Cancers, isPTI=false), DiseaseSynonymDTO(name=Cerebellar Neoplasm, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant Cerebellar Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Neoplasm, Malignant Cerebellar, isPTI=false), DiseaseSynonymDTO(name=malignant tumor of cerebellum, isPTI=false), DiseaseSynonymDTO(name=Mal neo cerebellum NOS, isPTI=false), DiseaseSynonymDTO(name=Cancer of cerebellum, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of cerebellum (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of cerebellum nos, isPTI=true), DiseaseSynonymDTO(name=Cerebellar Neoplasms, Malignant, isPTI=false), DiseaseSynonymDTO(name=Malignant Cerebellar Neoplasms, isPTI=false), DiseaseSynonymDTO(name=Neoplasms, Cerebellar, Malignant, isPTI=false), DiseaseSynonymDTO(name=Cerebellar Cancer, isPTI=false), DiseaseSynonymDTO(name=Malignant Cerebellar Tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm of the Cerebellum, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of the Cerebellum, isPTI=false), DiseaseSynonymDTO(name=Cancer of the Cerebellum, isPTI=false), DiseaseSynonymDTO(name=Cerebellar Tumor, Malignant, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Stomatognathic Diseases (C07), Otorhinolaryngologic Diseases (C09), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ICD10, code=C11), DiseaseCodeDTO(vocabulary=ICD10, code=C11.9), DiseaseCodeDTO(vocabulary=ICD9CM, code=147.9), DiseaseCodeDTO(vocabulary=NCI, code=C9321), DiseaseCodeDTO(vocabulary=ICD9CM, code=147), DiseaseCodeDTO(vocabulary=DO, code=9261), DiseaseCodeDTO(vocabulary=MONDO, code=0015459), DiseaseCodeDTO(vocabulary=MONDO, code=0021315), DiseaseCodeDTO(vocabulary=UMLS, code=C0153392)]",Malignant neoplasm of nasopharynx,2778.4016,"[DiseaseSynonymDTO(name=Malignant neoplasm of nasopharynx, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of nasopharynx, unspecified, isPTI=false), DiseaseSynonymDTO(name=Nasopharynx, unspecified, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of nasopharynx (diagnosis), isPTI=false), DiseaseSynonymDTO(name=malignant nasopharyngeal neoplasm, isPTI=false), DiseaseSynonymDTO(name=malignant tumor of nasopharynx, isPTI=false), DiseaseSynonymDTO(name=Mal neo nasopharynx NOS, isPTI=false), DiseaseSynonymDTO(name=nasopharynx cancer, isPTI=false), DiseaseSynonymDTO(name=cancer nasopharyngeal, isPTI=false), DiseaseSynonymDTO(name=nasopharyngeal cancer, isPTI=true), DiseaseSynonymDTO(name=cancer nasopharynx, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of nasopharynx, unspecified site, isPTI=true), DiseaseSynonymDTO(name=Malignant neoplasm of nasopharynx NOS, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of nasopharynx (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of nasopharynx NOS (disorder), isPTI=false), DiseaseSynonymDTO(name=Nasopharyngeal cancer NOS, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor of epipharynx, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour of epipharynx, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour of nasopharynx, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor of postnasal space, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour of postnasal space, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor of nasopharynx (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of nasopharynx, NOS, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of nasopharynx (disorder) [Ambiguous], isPTI=false), DiseaseSynonymDTO(name=Malignant Nasopharyngeal Tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm of the Nasopharynx, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of the Nasopharynx, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C4911), DiseaseCodeDTO(vocabulary=DO, code=5517), DiseaseCodeDTO(vocabulary=MONDO, code=0004950), DiseaseCodeDTO(vocabulary=EFO, code=0000178), DiseaseCodeDTO(vocabulary=UMLS, code=C0699791)]",carcinoma of stomach (diagnosis),2768.714,"[DiseaseSynonymDTO(name=carcinoma of stomach (diagnosis), isPTI=false), DiseaseSynonymDTO(name=carcinoma of stomach, isPTI=true), DiseaseSynonymDTO(name=Gastric carcinoma, isPTI=false), DiseaseSynonymDTO(name=stomach carcinoma, isPTI=false), DiseaseSynonymDTO(name=Carcinoma;stomach, isPTI=true), DiseaseSynonymDTO(name=carcinoma gastric, isPTI=false), DiseaseSynonymDTO(name=carcinoma stomach, isPTI=false), DiseaseSynonymDTO(name=carcinomas gastric, isPTI=false), DiseaseSynonymDTO(name=carcinomas stomach, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of stomach (disorder), isPTI=false), DiseaseSynonymDTO(name=Stomach cancer, isPTI=false), DiseaseSynonymDTO(name=Gastric Cancer, isPTI=false), DiseaseSynonymDTO(name=Cancer of Stomach, isPTI=false), DiseaseSynonymDTO(name=Cancer of the Stomach, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of the Stomach, isPTI=false)]",disease
